665280,1016.153112,,0.000369538,,7.70E+00,,,,,,,,,,,
673920,1011.501217,,0.000374266,,7.80E+00,,,,,,,,,,,
682560,1007.835958,,0.000378008,,7.90E+00,,,,,,,,,,,
691200,1004.004635,,0.000381934,,8.00E+00,,,,,,,,,,,
699840,1001.47283,,0.000384537,,8.10E+00,,,,,,,,,,,
708480,999.6177067,,0.000386449,,8.20E+00,,,,,,,,,,,
717120,998.41619,,0.000387689,,8.30E+00,,,,,,,,,,,
725760,997.849845,,0.000388274,,8.40E+00,,,,,,,,,,,
734400,997.9008417,,0.000388221,,8.50E+00,,,,,,,,,,,
743040,998.0255972,,0.000388092,,8.60E+00,,,,,,,,,,,
751680,998.4634685,,0.00038764,,8.70E+00,,,,,,,,,,,
760320,998.9553315,,0.000387132,,8.80E+00,,,,,,,,,,,
768960,999.3675178,,0.000386707,,8.90E+00,,,,,,,,,,,
777600,999.7950003,,0.000386266,,9.00E+00,,,,,,,,,,,
786240,1000.07657,,0.000385976,,9.10E+00,,,,,,,,,,,
794880,1000.285977,,0.00038576,,9.20E+00,,,,,,,,,,,
803520,1000.42322,,0.000385618,,9.30E+00,,,,,,,,,,,
812160,1000.488301,,0.000385551,,9.40E+00,,,,,,,,,,,
820800,1000.500384,,0.000385539,,9.50E+00,,,,,,,,,,,
829440,1000.537961,,0.0003855,,9.60E+00,,,,,,,,,,,
838080,1000.540227,,0.000385498,,9.70E+00,,,,,,,,,,,
846720,1000.507182,,0.000385532,,9.80E+00,,,,,,,,,,,
855360,1000.438827,,0.000385602,,9.90E+00,,,,,,,,,,,
864000,1000.357016,,0.000385687,,1.00E+01,,,,,,,,,,,
872640,1000.31971,,0.000385725,,1.01E+01,,,,,,,,,,,
881280,1000.278521,,0.000385768,,1.02E+01,,,,,,,,,,,
889920,1000.233452,,0.000385814,,1.03E+01,,,,,,,,,,,
898560,1000.1845,,0.000385864,,1.04E+01,,,,,,,,,,,
907200,1000.140403,,0.00038591,,1.05E+01,,,,,,,,,,,
