0,-1.38E-268,,0.000352262,,6.25E+02,,
8640,7.61E-89,,0.000352262,,472.9278743,,
17280,4.66E-79,,0.000352262,,,,
25920,3.35E-71,,0.000352262,,,,
34560,2.24E-45,,0.000352262,,,,4.1
43200,1.12E-41,,0.000352262,,,,0.584878745
51840,4.96E-38,,0.000352262,,,,0.8
60480,8.32E-35,,0.000352262,,,,76.78140625
69120,9.63E-32,,0.000352262,,,,0.577261292
77760,1.15E-22,,0.000352262,,,,
86400,1.47E-20,,0.000352262,,,,
95040,1.27E-18,,0.000352262,,,,
103680,9.41E-17,,0.000352262,,,,
112320,4.51E-15,,0.000352262,,,,
120960,1.47E-13,,0.000352262,,,,
129600,3.49E-12,,0.000352262,,,,
138240,6.27E-11,,0.000352262,,,,
146880,8.91E-10,,0.000352262,,,,
155520,1.04E-08,,0.000352262,,,,
164160,1.07E-07,,0.000352262,,,,
172800,9.35E-07,,0.000352262,,,,
181440,6.92E-06,,0.000352262,,,,
190080,1.25E-04,,0.000352262,,,,
198720,8.45E-04,,0.000352263,,,,
207360,0.004252126,,0.000352266,,,,
216000,0.017839457,,0.00035228,,,,
224640,0.064416464,,0.000352326,,,,
233280,0.204934327,,0.000352464,,,,
241920,0.584068008,,0.000352837,,,,
250560,1.509799891,,0.00035375,,,,
259200,3.588052363,,0.000355802,,,,
267840,7.856344834,,0.000360032,,,,
276480,15.9367253,,0.000368095,,,,
285120,30.12060174,,0.000382419,,,,
293760,53.30058426,,0.00040625,,,,
302400,88.70452786,,0.000443484,,,,
311040,139.4439703,,0.000497985,,,,
319680,207.8451918,,0.000571696,,,,
328320,294.2082221,,0.000660509,,,,
336960,396.1671963,,0.00075037,,,,
345600,507.1875402,,0.000817786,,,,
354240,617.9477967,,0.000843465,,,,
362880,725.2346658,,0.000824823,,,,
371520,822.7927303,,0.000772916,,,,
380160,905.2315913,,0.000707738,,,,
388800,970.0877198,,0.000646395,,,,
397440,1015.134688,,0.000600264,,,,
406080,1042.237309,,0.000571608,,,,
414720,1054.527927,,0.000558462,,,,
423360,1054.859978,,0.000558106,,,,
432000,1047.483695,,0.000566006,,,,
440640,1037.290583,,0.000576875,,,,
449280,1025.328621,,0.000589548,,,,
457920,1016.052968,,0.000599303,,,,
466560,1008.441861,,0.000607252,,,,
475200,1003.971219,,0.000611897,,,,
483840,1001.794769,,0.000614151,,,,
492480,1001.666914,,0.000614284,,,,
501120,1002.367972,,0.000613558,,,,
509760,1003.824527,,0.000612049,,,,
518400,1004.972186,,0.000610859,,,,
527040,1006.005666,,0.000609786,,,,
535680,1006.595997,,0.000609173,,,,
544320,1006.866943,,0.000608891,,,,
552960,1006.818505,,0.000608941,,,,
561600,1006.749273,,0.000609013,,,,
570240,1006.516993,,0.000609255,,,,
578880,1006.108438,,0.000609679,,,,
587520,1005.785612,,0.000610014,,,,
596160,1005.488337,,0.000610323,,,,
604800,1005.1755,,0.000610648,,,,
613440,1004.92306,,0.00061091,,,,
622080,1004.734501,,0.000611106,,,,
630720,1004.586552,,0.000611259,,,,
639360,1004.465462,,0.000611385,,,,
648000,1004.365294,,0.000611489,,,,
656640,1004.293103,,0.000611563,,,,
665280,1004.230185,,0.000611629,,,,
673920,1004.157603,,0.000611704,,,,
682560,1004.090707,,0.000611773,,,,
691200,1004.024822,,0.000611842,,,,
699840,1003.950658,,0.000611919,,,,
708480,1003.87444,,0.000611998,,,,
717120,1003.796457,,0.000612078,,,,
725760,1003.717856,,0.00061216,,,,
734400,1003.637956,,0.000612243,,,,
743040,1003.557402,,0.000612326,,,,
751680,1003.482857,,0.000612403,,,,
760320,1003.41068,,0.000612478,,,,
768960,1003.34087,,0.000612551,,,,
777600,1003.276425,,0.000612617,,,,
786240,1003.215843,,0.00061268,,,,
794880,1003.159103,,0.000612739,,,,
803520,1003.104479,,0.000612796,,,,
812160,1003.052509,,0.000612849,,,,
820800,1003.003387,,0.0006129,,,,
829440,1002.957113,,0.000612948,,,,
838080,1002.913686,,0.000612993,,,,
846720,1002.873107,,0.000613035,,,,
855360,1002.833488,,0.000613076,,,,
864000,1002.794905,,0.000613116,,,,
872640,1002.758299,,0.000613154,,,,
881280,1002.72367,,0.00061319,,,,
889920,1002.691019,,0.000613224,,,,
898560,1002.660345,,0.000613256,,,,
907200,1002.630883,,0.000613286,,,,
