0,9.28E-253,,0.000368274,6.10E+02,,
8640,6.08E-84,,0.000368274,475.1235818,,
17280,5.07E-75,,0.000368274,,,
25920,3.55E-45,,0.000368274,,,
34560,7.35E-42,,0.000368274,,,
43200,1.22E-38,,0.000368274,,,4.3
51840,1.45E-35,,0.000368274,,,60.66679012
60480,1.05E-32,,0.000368274,,,0.9
69120,8.10E-23,,0.000368274,,,0.613409415
77760,1.76E-20,,0.000368274,,,0.603298291
86400,1.01E-18,,0.000368274,,,
95040,3.76E-17,,0.000368274,,,
103680,1.54E-15,,0.000368274,,,
112320,3.49E-14,,0.000368274,,,
120960,7.34E-13,,0.000368274,,,
129600,1.23E-11,,0.000368274,,,
138240,1.43E-10,,0.000368274,,,
146880,1.75E-09,,0.000368274,,,
155520,1.61E-08,,0.000368274,,,
164160,1.28E-07,,0.000368274,,,
172800,9.36E-07,,0.000368274,,,
181440,5.63E-06,,0.000368274,,,
190080,3.18E-05,,0.000368274,,,
198720,1.59E-04,,0.000368274,,,
207360,0.001364356,,0.000368276,,,
216000,0.006912711,,0.000368281,,,
224640,0.026100328,,0.0003683,,,
233280,0.085649005,,0.000368359,,,
241920,0.250101184,,0.000368523,,,
250560,0.671764042,,0.000368943,,,
259200,1.656710017,,0.000369924,,,
267840,3.737648895,,0.000372001,,,
276480,7.797637438,,0.000376066,,,
285120,15.16840848,,0.000383487,,,
293760,27.69108484,,0.000396215,,,
302400,47.68741812,,0.000416819,,,
311040,77.80042597,,0.000448385,,,
319680,120.6949045,,0.000494083,,,
328320,178.6438551,,0.000556058,,,
336960,252.8184907,,0.000632969,,,
345600,342.05708,,0.000716215,,,
354240,443.4677699,,0.000789635,,,
362880,552.1604636,,0.000833461,,,
371520,661.9512293,,0.000834656,,,
380160,766.1268246,,0.000795529,,,
388800,858.2275402,,0.000732542,,,
397440,933.3311056,,0.000666102,,,
406080,989.2097235,,0.000610631,,,
414720,1026.712687,,0.000571565,,,
423360,1049.51787,,0.000547372,,,
432000,1056.885903,,0.000539511,,,
440640,1056.870857,,0.000539527,,,
449280,1047.475825,,0.000549548,,,
457920,1037.813857,,0.000559819,,,
466560,1025.220301,,0.000573139,,,
475200,1015.680233,,0.000583167,,,
483840,1007.257197,,0.000591969,,,
492480,1002.062447,,0.00059737,,,
501120,999.2520035,,0.000600282,,,
509760,998.1760088,,0.000601395,,,
518400,998.8820509,,0.000600665,,,
527040,999.8184021,,0.000599696,,,
535680,1001.407347,,0.000598049,,,
544320,1002.504116,,0.000596911,,,
552960,1003.47893,,0.000595899,,,
561600,1003.948513,,0.000595411,,,
570240,1004.072055,,0.000595283,,,
578880,1003.971915,,0.000595387,,,
587520,1003.639625,,0.000595732,,,
596160,1003.325166,,0.000596059,,,
604800,1002.958586,,0.00059644,,,
613440,1002.690884,,0.000596717,,,
622080,1002.469858,,0.000596947,,,
630720,1002.322824,,0.000597099,,,
639360,1002.230646,,0.000597195,,,
648000,1002.140861,,0.000597288,,,
656640,1002.073311,,0.000597358,,,
665280,1002.027997,,0.000597405,,,
673920,1001.99778,,0.000597437,,,
682560,1001.952644,,0.000597484,,,
691200,1001.913345,,0.000597524,,,
699840,1001.879885,,0.000597559,,,
708480,1001.842915,,0.000597597,,,
717120,1001.800212,,0.000597642,,,
725760,1001.756166,,0.000597687,,,
734400,1001.710897,,0.000597734,,,
743040,1001.669279,,0.000597777,,,
751680,1001.628517,,0.00059782,,,
760320,1001.588612,,0.000597861,,,
768960,1001.550868,,0.0005979,,,
777600,1001.516687,,0.000597936,,,
786240,1001.484829,,0.000597969,,,
794880,1001.455294,,0.000597999,,,
803520,1001.427253,,0.000598028,,,
812160,1001.400987,,0.000598056,,,
820800,1001.376606,,0.000598081,,,
829440,1001.353685,,0.000598105,,,
838080,1001.330939,,0.000598128,,,
846720,1001.309244,,0.000598151,,,
855360,1001.288599,,0.000598172,,,
864000,1001.268382,,0.000598193,,,
872640,1001.248553,,0.000598214,,,
881280,1001.229341,,0.000598234,,,
889920,1001.210735,,0.000598253,,,
898560,1001.192564,,0.000598272,,,
907200,1001.174929,,0.00059829,,,
